Removed duplicates of file with Size: 1.222.238.877 bytes; 

$awk '!seen[$0]++' boot_success_s0x84F0992_addr_output_smaller.txt > boot_success_s0x84F0992_addr_output_smaller_cleaned.txt

This Files shows 'all' reads and writes during boot process in the following address range:
0x0 - 0x84F0992

Address Range includes all pre written ROMS to our ext_memory;

[TRACE]:

~ [No Crypt] addr: 0; size: 40; type cpu_physical_memory_write_rom_internal;
~ [No Crypt] addr: 826ffdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826edb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbe0; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fc20; size: 4; type mem_op_read;
~ [No Crypt] addr: 823afa0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823efbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826efbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826afa0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823afac; size: 4; type mem_op_read;
~ [No Crypt] addr: 823efac; size: 4; type mem_op_read;
~ [No Crypt] addr: 8260a02; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260a0a; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260a12; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260a1a; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260a22; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260a2a; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260a32; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260a3a; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260a42; size: 4; type mem_op_read;
~ [No Crypt] addr: 8260a46; size: 2; type mem_op_read;
~ [No Crypt] addr: 80e7058; size: 8; type mem_op_write;
~ [No Crypt] addr: 80e7060; size: 8; type mem_op_read;
~ [No Crypt] addr: 823afbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826afa4; size: 4; type mem_op_read;
~ [No Crypt] addr: 823efb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8272fb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826efa4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826efac; size: 4; type mem_op_read;
~ [No Crypt] addr: 829afb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 829aff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826afbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8212fa8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826afac; size: 4; type mem_op_read;
~ [No Crypt] addr: 826afa8; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2fb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 826afb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2fa8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236fac; size: 4; type mem_op_read;
~ [No Crypt] addr: 8212fb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8212fb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 826efa0; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2fac; size: 4; type mem_op_read;
~ [No Crypt] addr: 8212fac; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246fa8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236fb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246fb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247c24; size: 4; type mem_op_read;
~ [No Crypt] addr: 820efb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 820fc24; size: 4; type mem_op_read;
~ [No Crypt] addr: 8260602; size: 8; type mem_op_read;
~ [No Crypt] addr: 826060a; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260612; size: 8; type mem_op_read;
~ [No Crypt] addr: 826061a; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260622; size: 8; type mem_op_read;
~ [No Crypt] addr: 826062a; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260632; size: 8; type mem_op_read;
~ [No Crypt] addr: 826063a; size: 8; type mem_op_read;
~ [No Crypt] addr: 8260642; size: 4; type mem_op_read;
~ [No Crypt] addr: 8260646; size: 2; type mem_op_read;
~ [No Crypt] addr: 80e7060; size: 8; type mem_op_write;
~ [No Crypt] addr: 80e7068; size: 8; type mem_op_read;
~ [No Crypt] addr: 81ffc20; size: 4; type mem_op_read;
~ [No Crypt] addr: 81ffbb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 820efa8; size: 4; type mem_op_read;
~ [No Crypt] addr: 81fedb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 81fefa8; size: 4; type mem_op_read;
~ [No Crypt] addr: 81fefa0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8212fa0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246fa0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246fa4; size: 4; type mem_op_read;
~ [No Crypt] addr: 81fefb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246fbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 81fefbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 81fefa4; size: 4; type mem_op_read;
~ [No Crypt] addr: 820efa0; size: 4; type mem_op_read;
